"IndicatorID","IndicatorName","ParentCode","ParentName","AreaCode","AreaName","AreaType","Sex","Age","CategoryType","Category","Timeperiod","Value","LowerCI95.0limit","UpperCI95.0limit","LowerCI99.8limit","UpperCI99.8limit","Count","Denominator","Valuenote","RecentTrend","ComparedtoEnglandvalueorpercentiles","ComparedtoNHSregionsvalueorpercentiles","TimeperiodSortable","Newdata","Comparedtogoal","Timeperiodrange","row_id"
90933,"Asthma: QOF prevalence","E40000007","East of England NHS Region","E54000025","NHS Hertfordshire and West Essex Integrated Care Board - QM7","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.14752,6.10979,6.18548,6.08812,6.20747,95126,1547387,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QM7"
90933,"Asthma: QOF prevalence","E40000007","East of England NHS Region","E54000026","NHS Mid and South Essex Integrated Care Board - QH8","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.55094,6.50682,6.59535,6.48149,6.62109,78615,1200056,NA,"Cannot be calculated","Similar","Lower 99.8",20230000,NA,NA,"1y","QH8"
90933,"Asthma: QOF prevalence","E40000003","London NHS Region","E54000027","NHS North West London Integrated Care Board - QRV","ICBs","Persons","6+ yrs",NA,NA,"2023/24",4.45173,4.42732,4.47627,4.4133,4.49048,121436,2727840,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QRV"
90933,"Asthma: QOF prevalence","E40000003","London NHS Region","E54000028","NHS North Central London Integrated Care Board - QMJ","ICBs","Persons","6+ yrs",NA,NA,"2023/24",4.49975,4.46878,4.53092,4.45102,4.54899,76945,1709984,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QMJ"
90933,"Asthma: QOF prevalence","E40000003","London NHS Region","E54000029","NHS North East London Integrated Care Board - QMF","ICBs","Persons","6+ yrs",NA,NA,"2023/24",4.82795,4.80022,4.85583,4.78429,4.87198,110209,2282730,NA,"Cannot be calculated","Lower 99.8","Higher 99.8",20230000,NA,NA,"1y","QMF"
90933,"Asthma: QOF prevalence","E40000003","London NHS Region","E54000030","NHS South East London Integrated Care Board - QKK","ICBs","Persons","6+ yrs",NA,NA,"2023/24",4.99966,4.96944,5.03006,4.95209,5.04767,99284,1985814,NA,"Cannot be calculated","Lower 99.8","Higher 99.8",20230000,NA,NA,"1y","QKK"
90933,"Asthma: QOF prevalence","E40000003","London NHS Region","E54000031","NHS South West London Integrated Care Board - QWE","ICBs","Persons","6+ yrs",NA,NA,"2023/24",4.96878,4.93581,5.00196,4.9169,5.02119,82390,1658152,NA,"Cannot be calculated","Lower 99.8","Higher 99.8",20230000,NA,NA,"1y","QWE"
90933,"Asthma: QOF prevalence","E40000005","South East NHS Region","E54000032","NHS Kent and Medway Integrated Care Board - QKS","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.15514,6.12099,6.18947,6.10138,6.20935,116510,1892889,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QKS"
90933,"Asthma: QOF prevalence","E40000005","South East NHS Region","E54000034","NHS Frimley Integrated Care Board - QNQ","ICBs","Persons","6+ yrs",NA,NA,"2023/24",5.85702,5.80543,5.90903,5.77588,5.93922,46236,789412,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QNQ"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board - QT6","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.80907,7.73997,7.87874,7.70038,7.91917,44860,574460,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QT6"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000037","NHS Devon Integrated Care Board - QJK","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.72964,7.68259,7.77695,7.65558,7.80435,95150,1230976,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QJK"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000038","NHS Somerset Integrated Care Board - QSL","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.30118,7.2341,7.36882,7.19568,7.40809,41838,573031,NA,"Cannot be calculated","Higher 99.8","Similar",20230000,NA,NA,"1y","QSL"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board - QUY","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.71216,6.66392,6.76073,6.63625,6.78889,68905,1026569,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QUY"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board - QOX","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.21892,7.16704,7.27116,7.13727,7.30144,68533,949352,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QOX"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000041","NHS Dorset Integrated Care Board - QVV","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.65602,7.59771,7.71476,7.56426,7.74881,60706,792918,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QVV"
90933,"Asthma: QOF prevalence","E40000005","South East NHS Region","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board - QRL","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.0153,6.97862,7.05216,6.95755,7.07349,130037,1853620,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QRL"
90933,"Asthma: QOF prevalence","E40000006","South West NHS Region","E54000043","NHS Gloucestershire Integrated Care Board - QR1","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.44937,7.38564,7.51359,7.34913,7.55086,48205,647102,NA,"Cannot be calculated","Higher 99.8","Similar",20230000,NA,NA,"1y","QR1"
90933,"Asthma: QOF prevalence","E40000005","South East NHS Region","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board - QU9","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.24893,6.2144,6.28363,6.19458,6.30373,117376,1878338,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QU9"
90933,"Asthma: QOF prevalence","E40000010","North West NHS Region","E54000048","NHS Lancashire and South Cumbria Integrated Care Board - QE1","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.54712,7.50803,7.58639,7.48558,7.60913,131786,1746176,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QE1"
90933,"Asthma: QOF prevalence","E40000012","North East and Yorkshire NHS Region","E54000050","NHS North East and North Cumbria Integrated Care Board - QHM","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.37993,7.35058,7.40939,7.3337,7.42643,224108,3036722,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QHM"
90933,"Asthma: QOF prevalence","E40000012","North East and Yorkshire NHS Region","E54000051","NHS Humber and North Yorkshire Integrated Care Board - QOQ","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.14384,7.10532,7.18256,7.08319,7.20497,122054,1708521,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QOQ"
90933,"Asthma: QOF prevalence","E40000005","South East NHS Region","E54000052","NHS Surrey Heartlands Integrated Care Board - QXU","ICBs","Persons","6+ yrs",NA,NA,"2023/24",5.90536,5.86096,5.95007,5.83551,5.976,63505,1075379,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QXU"
90933,"Asthma: QOF prevalence","E40000005","South East NHS Region","E54000053","NHS Sussex Integrated Care Board - QNX","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.02024,6.98252,7.05815,6.96086,7.0801,123109,1753629,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QNX"
90933,"Asthma: QOF prevalence","E40000012","North East and Yorkshire NHS Region","E54000054","NHS West Yorkshire Integrated Care Board - QWO","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.13028,7.09855,7.16213,7.08032,7.18056,179484,2517209,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QWO"
90933,"Asthma: QOF prevalence","E40000011","Midlands NHS Region","E54000055","NHS Birmingham and Solihull Integrated Care Board - QHL","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.36385,6.32516,6.40275,6.30295,6.42529,96788,1520904,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QHL"
90933,"Asthma: QOF prevalence","E40000007","East of England NHS Region","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board - QUE","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.46214,6.41382,6.51079,6.38611,6.539,63830,987754,NA,"Cannot be calculated","Similar","Lower 99.8",20230000,NA,NA,"1y","QUE"
90933,"Asthma: QOF prevalence","E40000010","North West NHS Region","E54000057","NHS Greater Manchester Integrated Care Board - QOP","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.83887,6.81062,6.86722,6.79439,6.88361,209059,3056925,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QOP"
90933,"Asthma: QOF prevalence","E40000011","Midlands NHS Region","E54000058","NHS Derby and Derbyshire Integrated Care Board - QJ2","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.4647,7.41505,7.51465,7.38656,7.54359,79873,1070010,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QJ2"
90933,"Asthma: QOF prevalence","E40000011","Midlands NHS Region","E54000059","NHS Northamptonshire Integrated Care Board - QPM","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.39809,6.3443,6.4523,6.31347,6.48376,50471,788845,NA,"Cannot be calculated","Lower 99.8","Lower 99.8",20230000,NA,NA,"1y","QPM"
90933,"Asthma: QOF prevalence","E40000011","Midlands NHS Region","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board - QT1","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.59634,6.55208,6.64089,6.52668,6.6667,79179,1200347,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QT1"
90933,"Asthma: QOF prevalence","E40000012","North East and Yorkshire NHS Region","E54000061","NHS South Yorkshire Integrated Care Board - QF7","ICBs","Persons","6+ yrs",NA,NA,"2023/24",7.37643,7.33367,7.41943,7.30911,7.44432,105305,1427587,NA,"Cannot be calculated","Higher 99.8","Higher 99.8",20230000,NA,NA,"1y","QF7"
90933,"Asthma: QOF prevalence","E40000011","Midlands NHS Region","E54000062","NHS Black Country Integrated Care Board - QUA","ICBs","Persons","6+ yrs",NA,NA,"2023/24",6.6035,6.55994,6.64733,6.53494,6.67273,81938,1240827,NA,"Cannot be calculated","Higher 99.8","Lower 99.8",20230000,NA,NA,"1y","QUA"
