"IndicatorID","IndicatorName","ParentCode","ParentName","AreaCode","AreaName","AreaType","Sex","Age","CategoryType","Category","Timeperiod","Value","LowerCI95.0limit","UpperCI95.0limit","LowerCI99.8limit","UpperCI99.8limit","Count","Denominator","Valuenote","RecentTrend","ComparedtoEnglandvalueorpercentiles","ComparedtoNHSregionsvalueorpercentiles","TimeperiodSortable","Newdata","Comparedtogoal","Timeperiodrange","row_id"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000006","South West NHS Region","E54000037","NHS Devon Integrated Care Board - QJK","ICBs","Persons","19+ yrs",NA,NA,"2023/24",74,66.2,82.2,61.9,87,760,1039586.4,NA,"No significant change","Better 95%","Better 95%",20230000,NA,NA,"1y","QJK"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000006","South West NHS Region","E54000038","NHS Somerset Integrated Care Board - QSL","ICBs","Persons","19+ yrs",NA,NA,"2023/24",62.3,54.6,70.8,50.4,75.9,300,481698.2,NA,"No significant change","Better 99.8%","Better 99.8%",20230000,NA,NA,"1y","QSL"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000006","South West NHS Region","E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board - QUY","ICBs","Persons","19+ yrs",NA,NA,"2023/24",120.1,110.8,129.8,105.7,135.6,1010,853464.4,NA,"No significant change","Worse 99.8%","Worse 99.8%",20230000,NA,NA,"1y","QUY"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000006","South West NHS Region","E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board - QOX","ICBs","Persons","19+ yrs",NA,NA,"2023/24",82.7,74.9,91,70.6,95.9,650,784860.6,NA,"No significant change","Similar","Similar",20230000,NA,NA,"1y","QOX"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000006","South West NHS Region","E54000041","NHS Dorset Integrated Care Board - QVV","ICBs","Persons","19+ yrs",NA,NA,"2023/24",90.9,82.9,99.4,78.5,104.4,630,673305.8,NA,"No significant change","Similar","Similar",20230000,NA,NA,"1y","QVV"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000005","South East NHS Region","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board - QRL","ICBs","Persons","19+ yrs",NA,NA,"2023/24",80.3,74.5,86.3,71.3,89.8,1250,1551370.6,NA,"No significant change","Similar","Worse 99.8%",20230000,NA,NA,"1y","QRL"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000006","South West NHS Region","E54000043","NHS Gloucestershire Integrated Care Board - QR1","ICBs","Persons","19+ yrs",NA,NA,"2023/24",84.8,75.9,94.4,71,100.2,455,543497,NA,"No significant change","Similar","Similar",20230000,NA,NA,"1y","QR1"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000005","South East NHS Region","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board - QU9","ICBs","Persons","19+ yrs",NA,NA,"2023/24",71.5,66.7,76.5,64,79.5,1100,1544320.2,NA,"Increasing and getting worse","Better 99.8%","Similar",20230000,NA,NA,"1y","QU9"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000010","North West NHS Region","E54000048","NHS Lancashire and South Cumbria Integrated Care Board - QE1","ICBs","Persons","19+ yrs",NA,NA,"2023/24",89.2,83.6,95.1,80.4,98.6,1290,1448154.4,NA,"No significant change","Similar","Better 95%",20230000,NA,NA,"1y","QE1"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000012","North East and Yorkshire NHS Region","E54000050","NHS North East and North Cumbria Integrated Care Board - QHM","ICBs","Persons","19+ yrs",NA,NA,"2023/24",116.8,111.5,122.2,108.6,125.4,2965,2542963.8,NA,"No significant change","Worse 99.8%","Worse 99.8%",20230000,NA,NA,"1y","QHM"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000012","North East and Yorkshire NHS Region","E54000051","NHS Humber and North Yorkshire Integrated Care Board - QOQ","ICBs","Persons","19+ yrs",NA,NA,"2023/24",85.1,79.2,91.3,75.9,95,1225,1437165.6,NA,"No significant change","Similar","Better 99.8%",20230000,NA,NA,"1y","QOQ"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000005","South East NHS Region","E54000052","NHS Surrey Heartlands Integrated Care Board - QXU","ICBs","Persons","19+ yrs",NA,NA,"2023/24",58.1,51.4,65.3,47.7,69.6,520,886175.6,NA,"No significant change","Better 99.8%","Better 99.8%",20230000,NA,NA,"1y","QXU"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000005","South East NHS Region","E54000053","NHS Sussex Integrated Care Board - QNX","ICBs","Persons","19+ yrs",NA,NA,"2023/24",66.4,61.2,71.8,58.4,75,985,1477371.4,NA,"No significant change","Better 99.8%","Similar",20230000,NA,NA,"1y","QNX"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000012","North East and Yorkshire NHS Region","E54000054","NHS West Yorkshire Integrated Care Board - QWO","ICBs","Persons","19+ yrs",NA,NA,"2023/24",77.7,72.9,82.7,70.3,85.6,1560,2051362.4,NA,"No significant change","Better 95%","Better 99.8%",20230000,NA,NA,"1y","QWO"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000011","Midlands NHS Region","E54000055","NHS Birmingham and Solihull Integrated Care Board - QHL","ICBs","Persons","19+ yrs",NA,NA,"2023/24",171.3,162.6,180.3,157.7,185.5,2025,1203637.4,NA,"No significant change","Worse 99.8%","Worse 99.8%",20230000,NA,NA,"1y","QHL"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000007","East of England NHS Region","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board - QUE","ICBs","Persons","19+ yrs",NA,NA,"2023/24",54.7,48.7,61.1,45.5,64.9,430,815062.2,NA,"No significant change","Better 99.8%","Better 99.8%",20230000,NA,NA,"1y","QUE"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000010","North West NHS Region","E54000057","NHS Greater Manchester Integrated Care Board - QOP","ICBs","Persons","19+ yrs",NA,NA,"2023/24",104.9,100.1,109.8,97.3,112.7,2570,2471573.8,NA,"No significant change","Worse 99.8%","Worse 99.8%",20230000,NA,NA,"1y","QOP"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000011","Midlands NHS Region","E54000058","NHS Derby and Derbyshire Integrated Care Board - QJ2","ICBs","Persons","19+ yrs",NA,NA,"2023/24",69.8,62.6,77.4,58.6,81.9,625,892600.4,NA,"No significant change","Better 99.8%","Better 99.8%",20230000,NA,NA,"1y","QJ2"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000011","Midlands NHS Region","E54000059","NHS Northamptonshire Integrated Care Board - QPM","ICBs","Persons","19+ yrs",NA,NA,"2023/24",105.2,95.8,115.2,90.6,121.1,670,641448.2,NA,"No significant change","Worse 99.8%","Similar",20230000,NA,NA,"1y","QPM"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000011","Midlands NHS Region","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board - QT1","ICBs","Persons","19+ yrs",NA,NA,"2023/24",84.7,77.7,92.1,73.8,96.4,835,997198.8,NA,"No significant change","Similar","Better 99.8%",20230000,NA,NA,"1y","QT1"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000012","North East and Yorkshire NHS Region","E54000061","NHS South Yorkshire Integrated Care Board - QF7","ICBs","Persons","19+ yrs",NA,NA,"2023/24",100.3,92.5,108.4,88.2,113.2,1165,1180577.2,NA,"Increasing and getting worse","Worse 99.8%","Similar",20230000,NA,NA,"1y","QF7"
93573,"Emergency hospital admissions for asthma in adults (aged 19 years and over)","E40000011","Midlands NHS Region","E54000062","NHS Black Country Integrated Care Board - QUA","ICBs","Persons","19+ yrs",NA,NA,"2023/24",141,131.9,150.5,126.8,156.1,1400,996068,NA,"Increasing and getting worse","Worse 99.8%","Worse 99.8%",20230000,NA,NA,"1y","QUA"
